word_french,familiarity_mean_conceptual,familiarity_sd_conceptual,familiarity_min_conceptual,familiarity_max_conceptual,number_of_raters,rt_mean,rt_sd
soutane,47.263,37.681,0,100,19,6.075,6.536
soute,41,39.615,0,100,22,6.061,4.945
souterrain,88.273,13.781,50,100,22,8.585,14.347
soutien,89.909,14.966,50,100,22,5.608,4.756
souvenirs,91.545,12.942,55,100,22,5.536,4.246
spaghetti,93,18.496,30,100,20,3.752,1.526
sparadrap,34.045,44.437,79,100,22,5.038,2.298
spatule,89.238,14.106,50,100,22,5.106,4.11
spécialiste,85.429,17.104,50,100,21,4.473,3.333
spécialité,85.333,7.711,50,100,24,3.726,0.752
spécification,82.042,18.15,44,100,24,5.9,4.081
spécimen,88.455,15.268,75,100,22,4.233,2.105
spectacle,96.727,5.905,82,100,22,5.043,5.651
spectateur,90.727,12.345,50,100,22,10.999,20.925
sperme,94.5,7.437,77,100,22,8.023,11.667
sphinx,77.136,28.116,0,100,22,4.147,2.18
spirale,86.167,8.134,79,100,24,5.205,2.256
splendeur,76.895,23.86,0,100,19,5.964,6.012
spontanéité,94.333,7.121,78,100,19,4.744,4.588
spore,32.857,35.911,0,99,21,5.506,2.799
squelette,96.773,5.631,91,100,22,6.957,12.098
stade,87.727,14.967,50,100,22,4.421,3.087
stage,84.682,18.788,50,100,22,5.806,5.168
stalactite,42.25,41.632,0,100,24,5.228,3.818
standard,85.429,14.75,50,100,21,3.81,1.641
station,89.333,12.31,50,100,21,6.147,7.327
statistique,87.955,12.793,50,100,22,4.474,2.697
stature,57.714,31.02,0,100,21,5.738,4.106
statut,95.045,6.622,81,100,22,3.606,1.782
steak,93.158,11.481,50,100,19,3.755,2.347
stèle,36.227,40.139,0,100,22,7.199,8.716
stéthoscope,77.381,23.148,12,100,22,5.638,4.047
stimulant,89,12.215,50,100,24,5.257,5.364
stimulation,89.211,14.444,50,100,19,5.949,4.937
stimulus,75.933,31.994,0,100,16,5.705,5.468
stratégie,87.045,17.264,50,100,22,4.622,3.47
stress,94.3,9.437,61,100,20,4.696,3.738
structure,90.95,11.385,58,100,20,5.748,4.751
studio,89.818,15.389,50,100,22,5.696,5.861
stupéfiant,88.714,11.765,63,100,21,7.706,7.777
stupeur,70.409,29.875,0,100,22,4.09,2.033
stylo,95.167,7.985,50,100,24,5.645,5.55
submersion,64.842,31.313,2,100,19,7.293,4.374
substance,84.417,20.205,10,100,24,5.479,5.442
subvention,90.409,12.015,66,100,22,8.786,10.332
succès,95.952,5.315,84,100,21,5.353,7.22
succession,86.095,14.121,46,100,21,8.637,12.902
sucette,91.571,10.201,67,100,21,4.215,1.777
sucre,95.81,11.129,50,100,22,6.087,6.651
sucrerie,93.947,7.337,80,100,19,5.711,4.184
sucrier,85.167,9.517,4,100,24,5.774,1.475
suédois,79.889,25.624,8,100,19,6.537,6.719
suffixe,63,32.34,14,100,19,6.656,8.825
suggestion,92.2,11.143,62,100,20,8.295,12.234
suif,39.5,40.368,0,100,16,6.379,4.571
sujet,93.636,12.416,50,100,22,4.571,4.049
sumo,76.045,24.78,16,100,22,5.025,3.213
supercherie,64,35.999,0,100,20,4.716,2.65
supériorité,89.917,11.549,63,100,24,7.185,11.346
supplément,84.143,15.573,50,100,21,6.884,8.719
supplice,78.955,24.751,3,100,22,7.954,10.62
support,87.684,13.82,50,100,19,6.268,7.445
supposition,90.4,13.339,57,100,20,5.447,5.519
surdité,85.833,24.886,0,100,19,6.741,5.778
sûreté,87.542,15.989,50,100,24,5.621,7.018
surplus,88.25,16.35,41,100,24,5.41,4.898
surprise,95.667,6.529,79,100,22,5.938,5.955
sursaut,88.333,13.447,50,100,21,6.382,8.369
surveillance,89.263,16.458,29,100,19,7.368,8.902
survie,90.895,12.931,55,100,19,4.168,2.937
survol,91.591,10.914,75,100,22,4.019,2.152
suspens,81.842,18.548,50,100,19,5.879,6.27
suspension,82.143,24.253,0,100,21,6.74,9.135
syllabe,84.263,20.588,13,100,19,6.081,5.777
symétrie,92.955,11.741,50,100,22,4.248,2.811
sympathie,87.238,18.444,32,100,21,4.954,6.221
syndicat,89.792,11.913,65,100,24,5.956,7.522
synonyme,90.778,13.675,50,100,19,3.958,2.503
synthèse,82.591,20.884,18,100,22,7.645,7.325
tabassée,78.636,26.142,15,100,22,7.597,7.281
tabatière,29.842,35.026,0,90,19,9.57,9.94
table,95,7.906,73,100,21,3.863,1.99
tablette,90.375,10.321,63,100,16,8.47,9.938
tabou,88.208,15.545,50,100,24,6.051,7.07
tache,90.273,13.145,55,100,22,8.307,9.218
tact,79.476,27.058,6,100,21,4.954,4.297
talent,89.909,13.55,50,100,22,6.436,5.386
talisman,47.625,38.963,0,100,16,6.329,6.219
talon,93.632,11.601,59,100,20,5.158,2.262
talus,36.6,38.148,0,93,21,6.922,6.34
tam-tam,92.409,17.426,23,100,22,4.018,2.538
tambour,88,12.266,63,100,19,3.508,1.317
tamis,65.053,35.309,0,100,19,4.24,2.422
tampon,87.958,18.626,30,100,24,4.483,2.388
tante,91,18.764,27,100,20,5.297,5.101
taon,43,46.01,0,100,24,5.98,4.467
tapioca,64.591,32.108,0,100,22,5.966,4.807
tapisserie,91.75,13.258,50,100,20,4.691,1.942
tarif,87.364,14.457,50,100,22,6.514,12.192
tartare,86.667,15.66,50,100,21,4.186,2.432
tas,64.632,33.93,0,100,19,4.844,3.859
tasse,95.684,10.409,82,100,19,5.501,5.875
tatou,89.5,9.834,50,100,24,6.241,2.67
taudis,76.917,25.925,0,100,24,5.506,4.853
taupe,81.789,24.248,42,100,19,4.902,3.017
taureau,78.444,25.14,10,100,19,5.336,4.368
taxi,92.714,11.761,50,100,21,5.288,6.271
technicien,90.4,18.847,22,100,20,6.382,5.609
technique,93.818,11.413,50,100,22,4.098,2.708
technologie,92.091,12.035,50,100,22,5.661,6.718
teinte,84.524,16.833,32,100,22,7.613,8.316
tek,18.524,30.695,0,96,21,4.31,2.271
télégramme,58.944,34.256,25,100,19,10.914,17.513
téléphone,93.2,17.062,26,100,20,6.95,9.892
télescope,89.65,15.991,40,100,20,7.066,7.258
téléspectateur,91.5,10.836,70,100,20,5.295,2.849
téléviseur,94.333,10.712,50,100,24,4.325,2.954
témoignage,81.722,18.307,50,100,19,5.068,3.696
tempérament,83.364,15.082,50,100,22,7.254,7.451
température,90.833,7.96,76,100,24,4.725,2.799
tempête,88.105,13.245,58,100,19,6.251,6.005
tempo,84.5,20.262,0,90,22,4.202,2.262
temporalité,63,35.545,0,100,19,4.277,1.637
ténacité,83.792,17.433,50,100,24,5.125,2.408
tendance,87.684,17.736,34,100,19,8.315,10.771
tendon,74.375,30.278,10,100,16,7.386,12.33
tendresse,91.667,7.339,50,100,24,3.058,0.682
ténèbres,82.25,17.017,50,100,20,8.173,7.328
tension,89.524,17.515,23,100,21,6.818,7.628
tentacule,79.526,25.907,0,100,19,5.775,4.147
tentation,96.318,6.614,0,100,22,6.775,11.998
tente,89.958,18.438,20,100,24,4.752,4.855
tenue,81.227,18.611,50,100,22,6.221,8.906
terminal,84.955,17.719,50,100,22,6.966,5.977
terminus,89.588,13.234,73,100,17,4.268,2.224
terrasse,95.727,6.984,50,100,22,4.482,3.172
terreur,83.571,29.207,2,100,21,5.069,4.253
terrier,74.4,23.9,25,100,20,5.721,3.712
terrorisme,93.632,11.625,82,100,19,5.424,6.051
testament,84.421,16.958,50,100,19,4.728,2.997
testostérone,86.524,15.734,75,100,21,7.49,7.408
têtard,75.636,29.372,0,100,22,7.059,6.895
tête,94.952,7.406,74,100,21,6.195,10.038
tétine,82,18.655,38,100,21,5.459,5.266
thé,98.318,2.982,2,100,22,3.091,1.243
thème,88.81,16.216,50,100,21,5.756,5.783
thermomètre,88.19,15.072,50,100,22,6.947,11.233
thermos,93.19,9.998,65,100,21,4.868,3.593
thermostat,90.048,11.347,60,100,21,7.357,8.419
thyroïde,72.708,27.093,4,100,24,8.412,11.255
tibia,78.684,25.458,0,100,19,7.729,10.658
ticket,92.688,11.377,56,100,16,5.822,8.013
tige,89.136,13.857,50,100,22,5.971,6.784
timbale,54.409,35.34,0,100,22,5.496,3.009
timbre,94.375,7.033,76,100,24,5.392,4.945
timidité,84.364,23.762,2,100,22,6.144,8.865
tintamarre,48.583,35.19,0,100,24,5.591,3.889
tirage,90.318,11.462,63,100,22,7.347,8.46
tirelire,86.368,24.833,0,100,19,5.731,5.291
tiret,74.636,29.923,0,100,22,8.653,7.698
tiroir,94.167,8.589,77,100,24,4.237,1.622
tisane,86.111,24.881,1,100,19,4.188,3.378
tison,62.05,40.429,0,100,20,5.737,7.124
tissage,81.579,18.482,39,100,19,6.427,6.24
titre,92,10.129,73,100,22,7.927,7.973
titulaire,85.895,14.613,50,100,19,5.476,4.731
toc,59,33.082,0,100,24,6.034,6.486
toiture,90.2,13.415,50,100,21,4.657,5.316
tomate,94.263,9.966,65,100,19,7.376,8.365
tombeau,85.364,14.097,44,100,22,9.84,13.437
tombée,87.19,23.964,0,100,21,4.067,1.454
tome,83.632,22.344,9,100,19,5.119,4.986
ton,86.792,16.003,43,100,24,5.57,2.994
tonique,76.083,26.623,10,100,24,6.863,4.595
tonneau,89.19,14.538,50,100,21,5.27,4.644
tonnerre,93.048,11.728,72,100,21,5.202,6.587
toque,66.25,34.83,0,100,20,5.273,3.828
torche,78.476,23.932,0,100,21,6.455,6.978
torchon,79.136,24.77,0,100,22,6.2,6.227
tornade,91.667,8.563,73,100,22,8.938,17.141
torpeur,48.5,36.112,0,100,24,4.581,1.661
torpille,67.737,35.36,0,100,19,5.652,6.27
torrent,81.042,24.591,26,100,24,7.677,14.691
torsion,68.211,28.36,18,100,19,5.199,2.601
tortue,88.667,14.193,50,100,21,4.986,4.457
torture,88.833,15.917,50,100,24,4.47,3.081
total,92.833,11.571,50,100,24,5.381,6.07
totalité,92.591,12.644,68,100,22,4.231,2.269
totem,71.684,33.14,1,100,19,5.659,4.389
toucan,77.81,28.358,2,100,21,5.285,3.286
toupie,86.708,19.103,35,100,24,5.769,5.744
tourbière,36.563,33.736,0,99,16,5.493,2.867
tourbillon,80.632,15.381,57,100,19,7.548,7.534
tourelle,33.579,33.636,0,93,19,5.552,3.653
tourisme,93.053,9.629,65,100,19,5.202,5.131
tourment,77.955,30.489,7,100,22,7.621,10.299
tournage,90.95,11.1,65,100,20,9.536,14.202
tournant,85.375,15.424,50,100,24,6.66,5.824
tourne-disque,89.368,15.83,50,100,19,6.152,9.602
tournée,89.158,11.987,60,100,19,4.418,3.127
tournesol,92.708,12.571,23,100,24,5.668,4.11
tournevis,91.737,16.227,44,100,19,6.824,8.097
tourniquet,85.773,13.363,56,100,22,6.561,5.798
tournoi,85.529,15.867,50,100,17,5.648,4.655
tourterelle,66.368,31.39,0,100,19,7.052,7.96
toutou,95.167,7.872,71,100,24,7.352,11.557
toux,88.619,23.6,0,100,21,6.07,6.988
tracas,81.636,23.039,0,100,22,8.577,10.153
tracé,85.619,22.324,0,100,21,5.552,4.207
traction,76.273,27.891,27,100,22,4.244,2.604
tradition,92.15,10.261,67,100,20,9.716,18.929
traduction,92.368,10.971,58,100,19,3.818,1.961
trafic,94.19,9.298,71,100,21,4.19,3.183
tragédie,89.5,9.572,72,100,21,3.928,2.579
tragédien,60.316,31.887,2,100,19,5.43,4.506
trahison,84.238,15.534,50,100,21,7.982,11.007
traîne,65.059,23.629,0,100,17,7.808,9.206
traite,68.208,26.787,0,100,24,5.705,3.85
traité,69.667,9.73,50,100,24,6.036,2.425
traitement,83.524,16.818,50,100,21,5.889,5.577
trampoline,93.579,10.134,62,100,19,7.111,13.639
tranchant,86.381,16.696,50,100,21,7.718,10.478
tranchée,86.5,16.936,50,100,22,4.589,2.878
tranquillité,89.1,18.479,42,100,20,5.375,4.759
transaction,91.091,13.466,50,100,22,5.739,4.546
transfert,88.091,15.654,50,100,22,3.821,2.111
transformation,91.292,12.53,50,100,24,6.029,7.855
transistor,42.895,29.069,0,100,19,7.413,6.297
transport,90.611,11.294,65,100,19,5.865,5.929
trappe,76.364,29.455,0,100,22,5.686,5.141
travailleur,96.727,6.166,50,100,22,4.261,2.191
travée,23.955,24.301,82,100,22,5.533,3.191
travers,87.182,16.778,62,100,22,8.197,13.816
traversée,81.2,23.951,12,100,20,4.747,5.514
traversier,81.833,24.11,0,100,24,8.1,9.564
trèfle,93.5,5.05,50,100,24,3.564,1.096
treillis,54,39.828,0,100,16,5.238,3.456
tremblement,87.136,15.226,50,100,22,4.907,3.444
trésor,93.727,11.949,17,100,22,3.465,1.547
triage,87.684,16.132,50,100,19,4.353,3.256
triangle,92.136,10.403,62,100,22,5.494,5.143
tribu,81.5,12.062,50,100,24,5.175,1.517
tribunal,83.824,12.365,70,100,17,5.186,3.328
tribune,72.952,19.615,28,100,22,5.301,3.967
tricot,89.762,9.418,63,100,21,6.794,8.318
trimestre,82.762,27.503,0,100,21,6.192,5.912
trio,91.35,10.236,65,100,21,3.995,2.695
triomphe,75.368,28.4,0,100,19,3.981,2.104
tristesse,88.591,14.352,50,100,22,4.782,4.179
trombone,88.238,12.961,50,100,21,5.599,5.481
trompette,93.867,7.06,77,100,16,5.488,4.77
tronc,92.333,9.926,70,100,21,5.993,6.938
trône,78.895,19.675,31,100,19,4.72,3.197
trottinette,93.208,8.193,75,100,24,4.667,2.396
trottoir,95.318,7.568,70,100,22,5.29,2.821
troupeau,90.545,21.156,72,100,22,6.536,11.411
trousse,92.55,9.611,73,100,20,5.361,4.1
truc,88.708,16.721,48,100,24,7.334,12.699
truelle,36.579,39.923,0,99,19,3.847,1.721
tuba,80.25,29.565,0,100,24,6.084,10.416
tube,89.208,13.121,50,100,24,6.875,7.473
tuile,87.118,15.198,50,100,17,7.679,8.884
tulipe,94.368,10.156,62,100,19,5.309,6.702
tumeur,87.5,15.124,50,100,22,8.477,17.813
tumulte,53.053,34.961,0,100,19,6.078,5.359
tunique,83.476,16.657,50,100,21,6.119,5.401
tunnel,95.19,8.394,73,100,21,5.775,7.185
tuque,85.542,22.925,0,100,24,4.933,3.46
turbine,67.682,23.004,19,100,22,5.511,3.472
tympan,81,20.435,50,100,20,5.069,5.452
ulcère,80.167,22.303,19,100,19,4.431,2.005
unicité,78.458,19.625,40,100,24,6.288,6.886
uniforme,94,12.099,50,100,22,6.592,9.253
union,85.55,18.925,36,100,22,3.361,1.75
unisson,61.688,33.46,0,100,16,8.493,6.547
urgence,85.6,20.783,26,100,20,4.368,2.85
urine,95,8.746,66,100,21,3.938,2.053
urne,76.35,25.18,16,100,20,5.668,5.127
usage,83.682,15.855,52,100,22,5.07,3.309
usure,86,19.579,30,100,19,6.552,7.849
utilisation,86.167,22.652,0,100,24,6.255,5.408
vacance,93.042,12.164,50,100,24,4.055,2.412
vacances,97.545,4.554,82,100,22,4.147,2.129
vacarme,78.158,27.307,0,100,19,6.148,10.89
vaccin,93.4,13.048,44,100,20,6.042,3.872
vaccination,93.875,8.523,74,100,16,5.25,5.655
vache,92.474,10.616,69,100,19,4.064,2.389
vague,91.364,14.712,50,100,22,5.057,4.722
vaisseau,90.619,14.582,44,100,21,8.371,11.929
vaisselier,66.619,29.76,0,100,22,9.495,9.606
valeur,96.053,4.938,85,100,19,4.97,3.5
valise,94.474,11.706,50,100,19,7.383,11.304
vallée,82.684,19.824,25,100,19,6.363,5.532
vallon,24.8,29.848,0,90,21,6.395,8.538
vanille,92.625,8.192,69,100,24,4.965,3.646
vanité,77.7,21.726,24,100,21,4.649,3.559
vapeur,89.636,12.423,50,100,22,4.492,1.705
variation,80.762,22.05,6,100,22,6.752,5.381
variété,93.333,7.565,78,100,21,5.571,5.983
vase,93.316,11.766,50,100,19,6.017,6.275
vedette,82.87,23.309,0,100,24,5.792,5.192
végétal,90.059,8.28,75,100,17,3.621,1.238
véhicule,88.421,16.29,50,100,19,5.01,4.434
vélo,88.455,17.538,50,100,22,5.64,7.549
velours,79.833,24.744,4,100,19,5.123,7.334
vendeur,87.714,14.068,58,100,22,6.102,7.31
vendredi,97.182,5.729,77,100,22,4.357,2.358
vengeance,94.667,8.095,73,100,21,4.891,4.226
venin,85.813,20.753,18,100,16,6.922,10.174
ventre,95,10.242,63,100,21,5.811,4.575
venue,75.75,28.206,0,100,24,7.367,7.426
ver,75.1,26.784,14,100,20,5.747,6.231
verbe,89.667,7.118,0,100,24,4.235,1.336
verdict,82.286,15.431,50,100,21,5.837,5.792
verge,66.4,32.295,0,100,20,5.315,5.893
verger,85.15,25.714,14,100,20,5.689,5.881
verglas,94.286,8.457,73,100,21,6.332,6.463
vérification,93.632,8.221,70,100,19,4.603,2.917
vérité,97.136,4.863,76,100,22,3.933,1.746
vernis,87.1,17.985,50,100,20,3.641,1.897
vernissage,74.75,25.097,11,100,20,3.607,1.585
verrière,58.2,39.595,0,100,20,5.736,4.942
verrou,88.421,13.664,50,100,19,4.276,4.022
versant,70.105,33.749,0,100,19,8.004,11.303
version,79.579,16.181,50,100,19,8.131,6.415
vertèbre,90.455,21.028,86,100,22,8.572,16.205
vertu,84.591,18.978,40,100,22,4.766,4.508
veste,90.952,14.048,50,100,21,6.312,7.09
vestiaire,89.917,13.603,60,100,24,5.16,4.663
vestibule,72.955,30.135,13,100,22,5.462,3.382
vestige,71.188,29.018,1,100,16,6.552,6.7
veston,90.864,15.86,50,100,22,5.902,6.236
viaduc,85.727,17.033,50,100,22,4.732,2.525
viande,96.667,4.274,50,100,24,4.8,2.415
vice-président,90.909,10.672,67,100,22,4.67,1.874
victime,86.333,14.718,50,100,22,12.221,18.15
victoire,93.105,9.678,59,100,19,6.112,4.888
vidéo,94.476,8.085,75,100,22,7.063,13.654
videur,60.737,29.584,0,99,19,6.333,4.062
vie,87.286,16.799,50,100,22,4.506,2.484
vieillard,92.9,17.547,22,100,20,7.431,10.841
vieillesse,95.421,7.26,76,100,19,7.793,9.488
vigilance,89.5,14.246,50,100,24,5.999,4.254
vigile,64.65,31.145,1,100,20,4.386,2.197
vignette,80.824,17.311,43,100,17,4.282,2.066
vigueur,91.136,14.214,50,100,22,5.142,7.847
villa,74.667,9.771,43,100,24,4.713,1.854
vin,96.182,5.27,80,100,22,4.326,3.213
viol,89.182,14.969,50,100,22,5.678,5.145
violence,94.727,7.887,71,100,22,3.88,2.864
violette,82.895,21.486,23,100,19,4.425,2.547
violon,90.526,16.208,50,100,19,3.461,2.147
vipère,76.682,31.578,0,100,22,6.333,7.31
virage,82.5,25.271,5,100,19,4.505,2.582
virgule,91.292,13.199,50,100,24,5.001,4.6
virilité,78.905,19.204,37,100,21,4.203,3.016
virtuosité,70.417,25.616,11,100,24,7.714,8.749
virulence,55.778,30.068,0,100,19,4.692,1.988
virus,92.045,13.629,50,100,22,3.871,1.966
visage,95.591,8.617,67,100,22,7.081,7.015
viscosité,54.75,36.354,0,100,24,6.614,2.56
visée,79.25,26.135,22,100,20,5.626,6.091
visibilité,95.273,9.062,78,100,22,5.326,4.864
visite,93.5,11.417,50,100,22,5.922,6.439
visiteuse,88.85,9.821,65,100,21,5.873,6.12
vitamine,85.421,17.557,50,100,19,3.803,2.113
vitesse,85.091,22.803,0,100,22,7.388,10.676
vitrail,89.273,22.562,0,100,22,4.29,3.006
vitre,93.368,11.485,50,100,19,5.438,9.708
vocation,86.579,14.261,50,100,19,4.551,5.049
voeu,79.364,24.651,50,100,22,5.179,4.367
voile,77.294,32.025,50,100,17,5.289,2.767
voilette,32.167,36.871,0,100,24,6.924,4.496
voilier,83.85,17.288,50,100,22,6.243,8.428
voisin,95.947,7.472,70,100,19,5.023,5.4
voisinage,92.81,8.542,72,100,21,6.631,10.795
voix,91.316,12.676,59,100,19,4.273,2.833
volaille,88.833,11.179,0,100,24,4.218,2.026
volcan,92.211,12.9,56,100,19,4.122,3.496
volet,72.182,22.57,19,100,22,7.394,7.62
volontaire,87.353,13.509,50,100,17,7.517,8.168
volonté,90.125,14.801,47,100,24,7.139,9.658
volt,79.381,23.318,17,100,22,8.464,17.175
voltage,89.667,10.326,65,100,21,4.5,3.376
volume,85,21.273,26,100,20,4.007,2.192
volupté,63.318,35.36,0,100,22,6.153,5.937
voûte,67.19,31.86,0,100,21,4.866,3.957
voyageur,95.409,11.168,0,100,22,8.622,22.964
voyelle,91.857,20.177,8,100,21,5.657,4.868
vue,90.619,15.134,38,100,21,3.722,2.394
vulgarité,90.292,14.46,52,100,24,3.985,2.252
vulve,85.15,21.653,32,100,20,7.65,6.603
wagon,95.682,8.397,50,100,22,4.676,4.327
wok,73.474,33.445,1,100,19,4.21,2.55
yacht,78.389,28.529,0,100,19,7.664,13.19
yak,32.429,35.695,0,99,21,7.109,7.042
yod,4.708,12.121,0,58,24,6.056,6.46
yoyo,83.381,15.213,50,100,22,4.648,2.267
zèbre,90.529,13.408,50,100,17,4.354,1.988
zoo,93.375,9.141,73,100,24,8.661,13.567
